unique_id,ds,NHITS
A,2023-01-31,91.98025512695312
A,2023-02-28,109.58428192138672
A,2023-03-31,117.73954772949219
A,2023-04-30,114.50248718261719
A,2023-05-31,107.71428680419922
A,2023-06-30,103.30915832519531
A,2023-07-31,98.62357330322266
A,2023-08-31,95.23968505859375
A,2023-09-30,97.36114501953125
A,2023-10-31,96.27195739746094
A,2023-11-30,96.51342010498047
A,2023-12-31,94.75224304199219
